"authorsTitle.o","correlation.o","fis.o","seFish.o","n.o","pValFish.o","pVal.o","testStatistic.o","correlation.r","fis.r","n.r","seFish.r","pValFish.r","pVal.r","testStatistic.r","seDifference.ro","source","abrev","cohenD.o","seCohenD.o","cohenD.r","seCohenD.r","significant.r","significantSameDirection.r","fisherZDiff","correlationDifference.ro","percentageChangeES.ro","cleanedpVal.r","cleanedpVal.o","seFishAprox.r","seFishAprox.o","cohensD.r","cohensD.o","bf10","bf01","bfplus0","bf0plus","bfRep0","bf0Rep","statisticallyEquiv.ro","normalisedpVal.r","minDetectableZ","probRealEffect","trueRepEffect","probH1Original","probH1decrease","probH0True","mostLikelyClass"
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland<U+0092>s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.25,0.255412811882995,0.0372161463782393,725,NA,"8.86415250545187e-12","Correlation, separately by sex",0.160161884903093,0.161552838586303,1503,0.0258198889747161,NA,"1.06819574146411e-08",NA,0.0452957858736682,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0938599732966924,-0.0898381150969072,-0.367483418724076,1.06819571925965e-08,8.86393046084695e-12,0.0258198889747161,0.0372161463782393,0.32,0.52,9295379.36370389,1.07580332213739e-07,18590758.7233447,5.37901661186257e-08,20284209.0162787,4.92994328345496e-08,FALSE,0.000103353554513772,0.0612151133514039,0.9199075,0.162213484280414,0.461225,0.496125,0.04265,"H1 attenuated"
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland<U+0092>s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.3,0.309519604203112,0.0372161463782393,725,NA,"1.59762608980673e-16","Correlation, separately by sex",0.434877668597325,0.465896326364203,1503,0.0258198889747161,NA,"7.54489773360008e-61",NA,0.0452957858736682,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.156376722161091,0.134877668597325,0.505223966551967,-2.22044604925031e-16,-6.22819959443583e-17,0.0258198889747161,0.0372161463782393,0.97,0.63,5.57463432033519e+66,1.79383963599584e-67,1.11492686406687e+67,8.96919817998059e-68,Inf,0,FALSE,NA,0.0612151133514039,0.992805,0.461098676451607,0.809825,0.187775,0.0024,"H1 original effect"
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland<U+0092>s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.16,0.161386696131526,0.0372161463782393,725,NA,"1.52105091570091e-05","Correlation, separately by sex",0.16843309468101,0.170053568050547,1503,0.0258198889747161,NA,"2.48175806340768e-09",NA,0.0452957858736682,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.00866687191902174,0.00843309468101033,0.0537025177834887,2.48175784136308e-09,1.52105091567871e-05,0.0258198889747161,0.0372161463782393,0.34,0.32,75424034.9385138,1.32583731540643e-08,150848069.873134,6.62918657720324e-09,1342603927.25876,7.44821298148391e-10,FALSE,4.98172444382075e-05,0.0612151133514039,0.92495,0.168946698491674,0.53155,0.428675,0.039775,"H1 original effect"
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland<U+0092>s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.11,0.110446915790097,0.0372161463782393,725,NA,"0.00303983133059094","Correlation, separately by sex",0.0927528132666966,0.0930201815038679,1503,0.0258198889747161,NA,"0.00107559294649226",NA,0.0452957858736682,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0174267342862293,-0.0172471867333034,-0.157783801942904,0.00107559294649204,0.00303983133059072,0.0258198889747161,0.0372161463782393,0.19,0.22,20.9879628308679,0.0476463584416711,41.9692023689405,0.0238269955957051,348.035473028087,0.00287327033448483,FALSE,0.0328021158046103,0.0612151133514039,0.89818,0.0927259191393677,0.489425,0.452725,0.05785,"H1 original effect"
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland<U+0092>s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.16,0.161386696131526,0.0372161463782393,725,NA,"1.52105091570091e-05","Correlation, separately by sex",0.196332228534122,0.198914857390432,1503,0.0258198889747161,NA,"1.49986478412411e-12",NA,0.0452957858736682,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0375281612589063,0.036332228534122,0.232535656026578,1.49964273951919e-12,1.52105091567871e-05,0.0258198889747161,0.0372161463782393,0.4,0.32,201722636284.343,4.95730185972002e-12,403445272568.62,2.47865092986042e-12,2601257352007.15,3.84429475702738e-13,FALSE,1.22459901172585e-06,0.0612151133514039,0.932735,0.197186020242643,0.5595,0.4067,0.0338,"H1 original effect"
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.19,0.192337169219545,0.0341792963512332,859,NA,"2.00303100549755e-08","Correlation",-0.0177040845454602,-0.0177059345843349,838,0.0346064270102991,NA,"0.609021530382043",NA,0.0486397891595408,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.21004310380388,-0.20770408454546,-1.09205674938537,0.609021530382043,2.00303098329309e-08,0.0346064270102991,0.0341792963512332,-0.04,0.39,0.0493266056756885,20.2730349332119,0.0300514407970439,33.2762747301742,7.53933729398773e-05,13263.7652489358,TRUE,0.895302580439161,0.0562199395699751,0.82495,-0.0120258247858332,0.330775,0.561475,0.10775,"H1 attenuated"
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.5,0.549306144334055,0.0723574605292422,194,NA,"1.14857268565837e-13","Correlation",-0.0695787816632193,-0.0696913907011472,481,0.0457389353746348,NA,"0.127942564698011",NA,0.0856017073629134,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.618997535035202,-0.569578781663219,-1.12687167514872,0.127942564698011,1.14635223960912e-13,0.0457389353746348,0.0723574605292422,-0.14,1.15,0.181738507996049,5.50241118971738,0.0233234568897146,42.8752909454426,1.75943874763607e-11,56836306540.5698,TRUE,0.365793703343598,0.119017431388522,0.2045575,-0.0600521630476384,0.009,0.495475,0.495525,"H0 true"
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.34,0.354092528962243,0.0723574605292422,194,NA,"1.23257246839316e-06","Correlation",0.0972810195691572,0.0975896500404921,481,0.0457389353746348,NA,"0.0331040111960726",NA,0.0856017073629134,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.256502878921751,-0.242718980430843,-0.724395060447892,0.0331040111960724,1.23257246817112e-06,0.0457389353746348,0.0723574605292422,0.2,0.72,0.551694613022849,1.81259699912746,1.08502601926797,0.921636884500401,0.0654009586328606,15.2902957526001,FALSE,0.182964185057168,0.119017431388522,0.8358975,0.105896338239968,0.26155,0.643175,0.095275,"H1 attenuated"
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.2,0.202732554054082,0.0723574605292422,194,NA,"0.00517424915886367","Correlation",0.24890129400249,0.254241201550829,512,0.0443242207177936,NA,"2.71073731302906e-08",NA,0.0848542199096811,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0515086474967467,0.0489012940024897,0.254071911327107,2.7107372908246e-08,0.00517424915886345,0.0443242207177936,0.0723574605292422,0.51,0.41,628433.261106688,1.59125886850574e-06,1256866.51455907,7.95629439098244e-07,5177368.1515441,1.93148327630856e-07,FALSE,0.000164643169166481,0.119017431388522,0.9494975,0.248404237371916,0.584325,0.3908,0.024875,"H1 original effect"
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.26,0.266108406873654,0.0723574605292422,194,NA,"0.000251090891711971","Correlation",0.317382406282106,0.328733605266498,512,0.0443242207177936,NA,"8.12755683472853e-13",NA,0.0848542199096811,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.062625198392844,0.057382406282106,0.235337166264641,8.12533638867928e-13,0.000251090891711749,0.0443242207177936,0.0723574605292422,0.67,0.54,28555780786.0299,3.50191790409465e-11,57111561572.0626,1.75095895204724e-11,222095569582.093,4.50256617852241e-12,FALSE,9.0140647815963e-07,0.119017431388522,0.9728175,0.321636652630304,0.655825,0.3314,0.012775,"H1 original effect"
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.18,0.181982688600706,0.00912111152989401,12023,NA,"4.27150338405988e-88","Correlation",0.20954225443745,0.212692531238301,747,0.0366617787553383,NA,"7.85889799688424e-08",NA,0.0377793686692372,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0307098426375955,0.0295422544374501,0.168751450336999,7.85889797467978e-08,-2.22044604925031e-16,0.0366617787553383,0.00912111152989401,0.43,0.37,804869.791678222,1.24243698836667e-06,1609739.57712755,6.21218496587145e-07,Inf,0,FALSE,0.000280337264389771,0.0150028933817751,0.9383225,0.209393159608135,0.572325,0.3951,0.032575,"H1 original effect"
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.23,0.234189466759367,0.0086075861098345,13500,NA,"1.47909715757016e-161","Correlation",0.178691949033969,0.18063116571158,747,0.0366617787553383,NA,"4.93593476457896e-06",NA,0.0376586850559548,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0535583010477871,-0.0513080509660314,-0.228696455860754,4.93593476435692e-06,-2.22044604925031e-16,0.0366617787553383,0.0086075861098345,0.36,0.47,7890.57674286583,0.000126733448338125,15781.1462533199,6.33667532096807e-05,Inf,0,FALSE,0.00222169819856995,0.0141582192320584,0.931015,0.180384142067114,0.509,0.45225,0.03875,"H1 original effect"
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.17,0.171666663500579,0.0452215631646135,492,NA,"0.000151374194526219","Correlation",0.323577091895276,0.335637392167598,748,0.0366371652723656,NA,"1.08271096060422e-19",NA,0.0582002719430567,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.163970728667019,0.153577091895276,0.955169310822342,-2.21936333828971e-16,0.000151374194525997,0.0366371652723656,0.0452215631646135,0.68,0.35,33829930782057144,2.95596229990037e-17,67659861564109016,1.4779811499503e-17,9373271746209968,1.06686333979845e-16,FALSE,NA,0.0743828521877296,0.9639475,0.326994043501468,0.6736,0.311975,0.014425,"H1 original effect"
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.19,0.192337169219545,0.0375293312520401,713,NA,"3.20257258327576e-07","Correlation",0.259824581551139,0.265920279599232,748,0.0366371652723656,NA,"5.25473587848266e-13",NA,0.0524474268522297,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0735831103796863,0.0698245815511393,0.38257353312554,5.25251543243341e-13,3.20257258105531e-07,0.0366371652723656,0.0375293312520401,0.54,0.39,8980351268.99675,1.11354218787893e-10,17960702537.987,5.56771093939668e-11,54003145458.2554,1.85174398919597e-11,FALSE,7.24742397851425e-07,0.0617302566269814,0.953195,0.260778213462429,0.616725,0.36285,0.020425,"H1 original effect"
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.09,0.0902441878561468,0.0190484829439865,2759,NA,"2.19243775794856e-06","Correlation",0.0969342756203749,0.0972396052019186,853,0.0342997170285018,NA,"0.00460265998100739",NA,0.0392341087665138,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.00699541734577183,0.00693427562037489,0.0775165416405856,0.00460265998100717,2.19243775772652e-06,0.0342997170285018,0.0190484829439865,0.19,0.18,2.3601708184749,0.423698145986815,4.70936531121072,0.212342838985008,47.7717882968004,0.0209328567268012,FALSE,0.0678950576967562,0.0313319662583394,0.8993325,0.0959768446353438,0.505575,0.437025,0.0574,"H1 original effect"
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.11,0.110446915790097,0.0192628532132355,2698,NA,"1.01386428864025e-08","Correlation",0.034479424232147,0.0344930973858073,853,0.0342997170285018,NA,"0.314495382356392",NA,0.0393386337097509,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.07595381840429,-0.075520575767853,-0.68769524129256,0.314495382356392,1.01386426643579e-08,0.0342997170285018,0.0192628532132355,0.07,0.22,0.0710823243285423,14.0681950041195,0.119769300410234,8.3493849974476,0.224556713604712,4.45321800425127,FALSE,0.595350370273069,0.0316845739732242,0.8828825,0.036269013396227,0.455975,0.4737,0.070325,"H1 attenuated"
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.13,0.130739850028878,0.0373978796003383,718,NA,"0.000479098638697637","Correlation",-0.0276154997558365,-0.0276225229754536,782,0.0358287181950009,NA,"0.440612782217686",NA,0.0517909108444541,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.158362373004332,-0.157615499755836,-1.21127852731476,0.440612782217686,0.000479098638697415,0.0358287181950009,0.0373978796003383,-0.06,0.26,0.0602844718750263,16.5880195827719,0.026597293246044,37.5978108279396,0.00883851793794262,113.1411405194,TRUE,0.725870418790978,0.0615140379009109,0.8519125,-0.0227589356171958,0.400275,0.509375,0.09035,"H1 attenuated"
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.18,0.181982688600706,0.0341792963512332,859,NA,"1.08831653033019e-07","Correlation",0.171879097697906,0.17360232242802,944,0.0325990683319404,NA,"2.57059921261709e-07",NA,0.0472326534843845,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.00838036617268556,-0.00812090230209359,-0.0460503481793985,2.57059921039664e-07,1.08831652810974e-07,0.0325990683319404,0.0341792963512332,0.35,0.37,53893.648103007,1.85550623347801e-05,107787.290229009,9.27753168184638e-06,926945.870581908,1.07881164557347e-06,FALSE,0.000507010791863712,0.0562199395699751,0.92692,0.172222017799471,0.533125,0.426675,0.0402,"H1 original effect"
"Judge, T. A., & Bono, J. E. (2000). Five-factor model of personality and transformational leadership. Journal of Applied Psychology, 85, 751-765.",0.22,0.223656109021832,0.0776150525706333,169,NA,"0.00405216960650682","Correlation",0.470532693519228,0.510754285836629,747,0.0366617787553383,NA,"2.19578149520826e-38",NA,0.08583811744818,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.287098176814796,0.250532693519228,1.28365899805031,-2.22044604925031e-16,0.0040521696065066,0.0366617787553383,0.0776150525706333,1.07,0.45,1.09327065826375e+39,9.14686580529034e-40,2.18654131652728e+39,4.57343290264565e-40,4.1103008053055e+37,2.432911962816e-38,FALSE,NA,0.127665400726835,0.991075,0.497663702109673,0.827675,0.1699,0.002425,"H1 original effect"
"Judge, T. A., & Bono, J. E. (2000). Five-factor model of personality and transformational leadership. Journal of Applied Psychology, 85, 751-765.",0.27,0.2768638226551,0.0776150525706333,169,NA,"0.000385062056001505","Correlation",0.282043765229095,0.289901081154891,747,0.0366617787553383,NA,"7.07742333711202e-14",NA,0.08583811744818,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0130372584997909,0.0120437652290949,0.0470890648505994,7.05521887661952e-14,0.000385062056001283,0.0366617787553383,0.0776150525706333,0.59,0.56,1084303096989.05,9.22251354604495e-13,2168606193977.86,4.61125677302297e-13,10833994506981.9,9.23020589825442e-14,FALSE,2.65616619898298e-07,0.127665400726835,0.9654275,0.286893157159722,0.602625,0.38155,0.015825,"H1 original effect"
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.22,0.223656109021832,0.0341792963512332,859,NA,"7.09899330716418e-11","Correlation",0.327634261482051,0.340175720188535,944,0.0325990683319404,NA,"4.92862810277852e-25",NA,0.0472326534843845,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.116519611166703,0.107634261482051,0.520976653292884,-2.22044604432168e-16,7.09897110270369e-11,0.0325990683319404,0.0341792963512332,0.69,0.45,6.15434890491808e+21,1.6248672531401e-22,1.23086978098367e+22,8.1243362657001e-23,5.39448369793576e+21,1.85374552226871e-22,FALSE,NA,0.0562199395699751,0.97276,0.33440607917164,0.688575,0.29965,0.011775,"H1 original effect"
"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: Agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38, 1293-1305.",0.14,0.140925576070494,0.0355110412114217,796,NA,"7.39477902718746e-05","Correlation",0.195661530448142,0.198217365270023,1504,0.0258112866459834,NA,"1.92053969799428e-14",NA,0.0439005303639992,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0572917891995287,0.0556615304481419,0.406539329460467,1.89833523750178e-14,7.39477902716525e-05,0.0258112866459834,0.0355110412114217,0.4,0.28,167528821281.392,5.96912216268946e-12,335057642562.936,2.98456108134338e-12,1335263874100.92,7.48915640867866e-13,FALSE,1.37780087004683e-07,0.0584104649334303,0.9307325,0.196176846268004,0.561,0.401875,0.037125,"H1 original effect"
"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: Agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38, 1293-1305.",0.23,0.234189466759367,0.0355110412114217,796,NA,"5.12907993304127e-11","Correlation",0.171234188059463,0.172937856411443,1504,0.0258112866459834,NA,"2.31531690371778e-11",NA,0.0439005303639992,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.061251610347924,-0.058765811940537,-0.261547247173422,2.31529469925729e-11,5.12905772858078e-11,0.0258112866459834,0.0355110412114217,0.35,0.47,159486772.378994,6.2701124681592e-09,318973544.754329,3.13505623411556e-09,1151234021.24349,8.68633120240714e-10,FALSE,4.81175092796287e-06,0.0584104649334303,0.9268375,0.173021431214929,0.49575,0.46305,0.0412,"H1 original effect"
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.19,0.192337169219545,0.038662233651353,672,NA,"7.40883528223935e-07","Structural equation model, controlling for self-esteem and other psychological variables",0.319176611842876,0.330730055720548,1505,0.0258026929095554,NA,"5.9478997936454e-29",NA,0.0464816874940726,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.138392886501003,0.129176611842876,0.719532719871909,-2.22044604924972e-16,7.4088352800189e-07,0.0258026929095554,0.038662233651353,0.67,0.39,3.38549522857164e+33,2.9537776085477e-34,6.77099045714273e+33,1.47688880427397e-34,7.32408236929624e+32,1.36535875701257e-33,FALSE,NA,0.0635937152474732,0.9679075,0.32674010566115,0.67835,0.3079,0.01375,"H1 original effect"
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.13,0.130739850028878,0.038662233651353,672,NA,"0.000750375329807646","Structural equation model, controlling for self-esteem and other psychological variables",0.0532327475732482,0.0532831155683517,1505,0.0258026929095554,NA,"0.0694050582070847",NA,0.0464816874940726,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.0774567344605266,-0.0767672524267518,-0.592449313988181,0.0694050582070845,0.000750375329807424,0.0258026929095554,0.038662233651353,0.11,0.26,0.271739678089053,3.67999258346176,0.532863965957758,1.87665157316957,1.18347764639803,0.844967374790346,FALSE,0.266595145886942,0.0635937152474732,0.8845325,0.0541240473604555,0.454375,0.477925,0.0677,"H1 attenuated"
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.19,0.192337169219545,0.038662233651353,672,NA,"7.40883528223935e-07","Structural equation model, controlling for self-esteem and other psychological variables",0.185835481276362,0.188020197797871,1505,0.0258026929095554,NA,"1.43158865230228e-10",NA,0.0464816874940726,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.00431697142167475,-0.00416451872363771,-0.0224448110533804,1.43158643185623e-10,7.4088352800189e-07,0.0258026929095554,0.038662233651353,0.38,0.39,9213726935.77217,1.08533713552712e-10,18427453871.5393,5.42668567763707e-11,163690775855.014,6.10907972533365e-12,FALSE,1.196489210952e-05,0.0635937152474732,0.932255,0.187058709032894,0.539275,0.42505,0.035675,"H1 original effect"
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.13,0.130739850028878,0.038662233651353,672,NA,"0.000750375329807646","Structural equation model, controlling for self-esteem and other psychological variables",0.28908869075515,0.297571562638079,1505,0.0258026929095554,NA,"1.23670219114491e-23",NA,0.0464816874940726,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.166831712609201,0.15908869075515,1.27605862001793,-2.22044592558009e-16,0.000750375329807424,0.0258026929095554,0.038662233651353,0.6,0.26,9.00761402633292e+26,1.11017190243342e-27,1.80152280526643e+27,5.55085951216758e-28,2.57749398805953e+25,3.87973746838048e-26,FALSE,NA,0.0635937152474732,0.9499925,0.293286540558312,0.637325,0.34015,0.022525,"H1 original effect"
"Courneya, K. S., & Hellsten, L. M. (1998). Personality correlates of exercise behavior, motives, barriers and preferences: An application of the five-factor model. Personality and Individual Differences, 24, 625-633.",0.18,0.181982688600706,0.0618984460590173,264,NA,"0.00333780199807467","Correlation",0.0925847251935785,0.092850637470819,1191,0.029012942659283,NA,"0.00138696229820899",NA,0.0683605768427382,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0891320511298867,-0.0874152748064215,-0.4897831316552,0.00138696229820877,0.00333780199807445,0.029012942659283,0.0618984460590173,0.19,0.37,6.01171374263236,0.166341918928782,12.0150507399183,0.083228945232636,31.1171917236436,0.032136576104976,FALSE,0.0372505569679746,0.101813883502835,0.8910325,0.0937549912132567,0.44665,0.491075,0.062275,"H1 attenuated"
"Williamson, D. A., Kelley, M. L., Davis, C. J., Ruggiero, L., & Blouin, D. C. (1985). Psychopathology of eating disorders: A controlled comparison of bulimic, obese, and normal subjects. Journal of Consulting and Clinical Psychology, 53, 161-166.",0.37,0.388423099718296,0.192450089729875,30,NA,"0.0441647865135399","ANOVA (one-way), participants matched for age and height",0.0491902337600055,0.0492299663201451,758,0.0363937262623419,NA,"0.176667311276743",NA,0.195861023045156,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.339193133398151,-0.320809766239995,-0.873256852242183,0.176667311276743,0.0441647865135397,0.0363937262623419,0.192450089729875,0.1,0.8,0.113433129369118,8.81576665972022,0.20682670757712,4.83496552120634,0.122234685106686,8.18098397461575,TRUE,0.433795870600124,0.316552228099322,0.769605,0.053459558731125,0.27185,0.5974,0.13075,"H1 attenuated"
"Greene, K., Krcmar, M., Walters, L. H., Rubin, D. L., Hale, J., & Hale, L. (2000). Targeting adolescent risk-taking behaviors: The contributions of egocentrism and sensation-seeking. Journal of Adolescence, 23, 439-461.",0.25,0.255412811882995,0.0372419461361929,724,NA,"8.86415250545187e-12","Correlation",0.0829520588085128,0.0831431138162976,798,0.0354663451065954,NA,"0.0190950102991861",NA,0.0514278541962546,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.172269698066698,-0.167047941191487,-0.674475555069706,0.0190950102991859,8.86393046084695e-12,0.0354663451065954,0.0372419461361929,0.17,0.52,0.687755394364433,1.45400531670728,1.3622745127434,0.734066438625621,0.0410786284709996,24.3435586148153,FALSE,0.138628291739715,0.0612575501768483,0.86893,0.0870232759203539,0.358425,0.5638,0.077775,"H1 attenuated"
"Greene, K., Krcmar, M., Walters, L. H., Rubin, D. L., Hale, J., & Hale, L. (2000). Targeting adolescent risk-taking behaviors: The contributions of egocentrism and sensation-seeking. Journal of Adolescence, 23, 439-461.",0.48,0.522984277591344,0.0372419461361929,724,NA,"5.38251198880596e-43","Correlation",0.0444837870331045,0.044513163533562,1499,0.025854384499751,NA,"0.0851255430566495",NA,0.0453366490807609,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,FALSE,FALSE,-0.478471114057782,-0.435516212966895,-0.914886229967425,0.0851255430566493,-2.22044604925031e-16,0.025854384499751,0.0372419461361929,0.09,1.09,0.142270866911718,7.02884590293891,0.272401230094828,3.67105537538095,4.08336793637865e-24,2.44895883883257e+23,FALSE,0.296069328880261,0.0612575501768483,0.4553975,0.0474790917232012,0.0214,0.703075,0.275525,"H1 attenuated"
"Greene, K., Krcmar, M., Walters, L. H., Rubin, D. L., Hale, J., & Hale, L. (2000). Targeting adolescent risk-taking behaviors: The contributions of egocentrism and sensation-seeking. Journal of Adolescence, 23, 439-461.",0.48,0.522984277591344,0.0372419461361929,724,NA,"5.38251198880596e-43","Correlation",0.0771257433297799,0.0772792158681044,1492,0.0259150858046672,NA,"0.00287275741777742",NA,0.0453712929535225,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.445705061723239,-0.40287425667022,-0.852234150854359,0.0028727574177772,-2.22044604925031e-16,0.0259150858046672,0.0372419461361929,0.15,1.09,2.74701466279868,0.36403154797186,5.48608622465951,0.182279307879829,1.12260204864904e-19,8907876136547422208,FALSE,0.0536238058335888,0.0612575501768483,0.5536075,0.0804868442088664,0.033175,0.750425,0.2164,"H1 attenuated"
