authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,seCohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o,seFishAprox.r,seFishAprox.o,cohensD.r,cohensD.o,bf10,bf01,bfplus0,bf0plus,bfRep0,bf0Rep,statisticallyEquiv.ro,normalisedpVal.r
Fudenberg et al. (AER 2012),0.3,0.309519604,NA,124,NA,0.001,Wilcoxon-Mann-Whitney test,0.33,0.342828254,128,NA,NA,<0.001,NA,0.127532203,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,0.03330865,0.03,0.107614024,1.00E-10,0.001,0.089442719,0.090909091,0.7,0.63,141.1770525,0.007083304,282.3314773,0.003541936,959.7999654,0.001041884,FALSE,1.00E-05
Huck et al. (AER 2011),0.83,1.188136404,NA,120,NA,0.004,Wilcoxon-Mann-Whitney test,0.37,0.3884231,160,NA,NA,0.142,NA,0.122132859,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.799713305,-0.46,-0.673082065,0.142,0.004,0.079808688,0.092450033,0.8,2.98,9641.958951,0.000103713,19283.90146,5.19E-05,0.000116948,8550.793254,FALSE,0.386370406
Ifcher and Zarghamee (AER 2011),0.28,0.287682072,NA,58,NA,0.031,regression,0.01,0.010000333,131,NA,NA,0.933,NA,0.161227535,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.277681739,-0.27,-0.965238246,0.933,0.031,0.088388348,0.134839972,0.02,0.58,0.109990412,9.091701554,0.119843007,8.344249895,0.135763683,7.365740083,TRUE,1.308971536
Kessler and Roth (AER 2012),0.49,0.536060337,NA,288,NA,<0.001,"regression z = 9.3415, p = <.01",0.34,0.354092529,48,NA,NA,0.016,NA,0.160408834,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.181967808,-0.15,-0.339453967,0.016,0.06,0.149071198,0.059234888,0.72,1.12,2.712296017,0.368691321,5.3688809,0.186258555,8.090353139,0.123603999,FALSE,0.126830868
Kirchler et al (AER 2012),0.66,0.792813632,NA,120,NA,0.016,regression z test,0.53,0.59014516,220,NA,NA,0.01,NA,0.114696571,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.202668472,-0.13,-0.255631921,0.01,0.016,0.067884423,0.092450033,1.25,1.76,2.48615E+14,4.02E-15,4.97231E+14,2.01E-15,6.01249E+14,1.66E-15,FALSE,0.100167421
Kogan et al. (AER 2011),0.32,0.331647109,NA,126,NA,<0.001,probit regression,0.3,0.309519604,90,NA,NA,0.001,NA,0.140086881,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.022127505,-0.02,-0.066720028,0.001,0.01,0.107211253,0.090166963,0.63,0.68,7.635162434,0.130972983,15.23601486,0.065633961,48.1908617,0.020750822,FALSE,0.031628049
Kuziemko et al. (QJE 2014),0.28,0.287682072,NA,42,NA,0.07,z-testof the marginal effect from a probit regression,0.12,0.120581028,144,NA,NA,0.154,NA,0.180923255,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.167101044,-0.16,-0.580853171,0.154,0.07,0.084215192,0.160128154,0.24,0.58,0.287914509,3.473253235,0.531259542,1.882319132,0.92092974,1.085859167,TRUE,0.403270232
Knobe (2003a),0.59,0.677666068,NA,78,NA,<.01,"X2(1, N = 78) = 27.2, p < .01",0.61,0.708921359,100,NA,NA,0.001,NA,0.153761542,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.031255292,0.02,0.046121966,0.001,0.05,0.101534617,0.115470054,1.54,1.46,638650403.4,1.57E-09,1277300807,7.83E-10,5063524231,1.97E-10,FALSE,0.031628049
Knobe (2003b),0.46,0.497311288,NA,37,NA,<.01,"X2(1, N=37) = 7.7, df = 1, p < .01",0.6,0.693147181,145,NA,NA,<.001,NA,0.190929354,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.195835893,0.14,0.393789359,0.001,0.01,0.083918136,0.171498585,1.5,1.04,4.84884E+12,2.06E-13,9.69767E+12,1.03E-13,1.55408E+13,6.43E-14,FALSE,0.031628049
Machery et al. (2004),0.29,0.298566264,0.120385853,72,NA,<.05,t(70) = 2.55 p < .05,0,0,181,0.074953169,NA,0.99,NA,0.14181231,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.298566264,-0.29,-1,0.99,0.01,0.074953169,0.120385853,0,0.61,0.093029524,10.74927566,0.093029524,10.74927566,0.063055253,15.85910683,TRUE,1.470628906
Knobe (2004),0.29,0.298566264,0.116247639,77,NA,0.01,"t(75) = 2.65, p = 0.01",0.54,0.604155603,127,0.089802651,NA,<0.001,NA,0.146894621,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.305589339,0.25,1.02352267,0.001,0.01,0.089802651,0.116247639,1.28,0.61,180927968.5,5.53E-09,361855937,2.76E-09,136894131.9,7.30E-09,FALSE,0.031628049
Nichols (2004),0.83,1.188136404,0.377964473,10,NA,0.01,"F(1,8) = 18, p = 0.01",0.77,1.020327758,9,0.40824829,NA,0.008,NA,0.55634864,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.167808646,-0.06,-0.141236852,0.008,0.01,0.40824829,0.377964473,2.41,2.98,5.134123053,0.19477523,10.11384692,0.098874346,17.18777352,0.058180892,FALSE,0.089562407
Nadelhoffer (2004),0.68,0.829114038,NA,44,NA,<.001,"X2(1, N = 44) = 20.53, p <.001",0.83,1.188136404,47,NA,NA,<.001,NA,0.217065697,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.359022366,0.15,0.433019283,0.001,0.05,0.150755672,0.156173762,2.98,1.85,15510527525,6.45E-11,31021055049,3.22E-11,34052121396,2.94E-11,FALSE,0.031628049
Nahmias et al. (2005),0.52,0.576339755,NA,21,NA,0.016,"X2(1, N = 21) = 5.76, p = 0.016",0.6,0.693147181,186,NA,NA,<.001,NA,0.24702234,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.116807426,0.08,0.202671123,0.001,0.016,0.073922127,0.23570226,1.5,1.22,4.01798E+16,2.49E-17,8.03597E+16,1.24E-17,1.61125E+17,6.21E-18,FALSE,0.031628049
McCann (2005),0.15,0.151140436,NA,77,NA,0.1756,"X2(1, N = 77) = 1.8348, p = 0.1756",-0.04,-0.040021354,221,NA,NA,0.5151,NA,0.134538729,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.19116179,-0.19,-1.264795808,0.5151,0.1756,0.067728546,0.116247639,-0.08,0.3,0.100193617,9.980675732,0.055704002,17.95203145,0.225346143,4.437617556,TRUE,0.80050046
Nadelhoffer (2005),0.45,0.484700279,NA,40,NA,0.004,"X2(1, N = 40) = 8.10,  p = .004",0.38,0.40005965,128,NA,NA,<.001,NA,0.187155088,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.084640629,-0.07,-0.174624675,0.001,0.004,0.089442719,0.164398987,0.82,1.01,1757.674126,0.000568934,3515.328318,0.000284468,8596.800596,0.000116322,FALSE,0.031628049
Nahmias et al. (2006),0.32,0.331647109,NA,82,NA,0.004089,"X2(1, N = 82) = 8.2439, p = 0.004089)",0.12,0.120581028,161,NA,NA,0.1343,NA,0.137794564,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.21106608,-0.2,-0.63641767,0.1343,0.004089,0.079555728,0.11250879,0.24,0.68,0.308060493,3.246115695,0.575508265,1.737594507,0.612508417,1.632630627,FALSE,0.375211845
Knobe & Burra (2006),0.61,0.708921359,NA,41,NA,<.001,"X2(1, N = 41) = 15.3, p <.001",0.61,0.708921359,48,NA,NA,<.001,NA,0.22031344,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0,0,0,0.001,1.00E-04,0.149071198,0.162221421,1.54,1.54,5201.683795,0.000192245,10403.33355,9.61E-05,30065.28302,3.33E-05,FALSE,0.031628049
Nichols (2006),0.75,0.972955075,NA,8,NA,0.03,"X2(1, N = 8) = 4.5, p = 0.03",0.44,0.472230804,50,NA,NA,0.001863,NA,0.470400463,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.50072427,-0.31,-0.514642745,0.001863,0.03,0.145864991,0.447213595,0.98,2.27,25.28817766,0.03954417,50.53285268,0.019789106,50.79592792,0.019686617,TRUE,0.043175897
Nadelhoffer (2006),0.25,0.255412812,NA,126,NA,<.01,"X2(1, N = 126) = 7.62, p < .01",0.41,0.435611223,259,NA,NA,<0.001,NA,0.109710215,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.180198411,0.16,0.705518294,0.001,0.05,0.0625,0.090166963,0.9,0.52,1211014597,8.26E-10,2422029193,4.13E-10,2539914792,3.94E-10,FALSE,0.031628049
Nichols & Knobe (2007),0.38,0.40005965,NA,41,NA,<0.05,"X2(1, N = 41) = 6.034, p < 0.05",0.73,0.928727364,80,NA,NA,<.001,NA,0.198249344,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.528667714,0.35,1.321472221,0.001,0.001,0.113960576,0.162221421,2.14,0.82,5.25115E+11,1.90E-12,1.05023E+12,9.52E-13,85733869887,1.17E-11,FALSE,0.031628049
Nahmias et al. (2007),0.33,0.342828254,0.057353933,307,NA,<.001,"F(1, 298) = 36.375, p < .001",0.32,0.331647109,183,0.074535599,NA,<.001,NA,0.094048016,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.011181146,-0.01,-0.032614423,0.001,0.05,0.074535599,0.057353933,0.68,0.7,1466.832636,0.000681741,2933.648791,0.000340872,13894.78077,7.20E-05,FALSE,0.031628049
Livengood & Machery (2007),0.21,0.213171347,0.104257207,95,NA,<.05,"t(93) = 2.07, p < .05",0.28,0.287682072,272,0.060971076,NA,<.001,NA,0.120776808,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.074510726,0.07,0.349534434,0.001,0.05,0.060971076,0.104257207,0.58,0.43,4287.756779,0.000233222,8575.500868,0.000116611,24990.67571,4.00E-05,FALSE,0.031628049
Greene et al. (2008),NA,NA,0.11250879,82,NA,0.005,"F(1, 62.9) = 8.5, p = .005",NA,NA,NA,NA,NA,0.27,NA,NA,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.27,0.005,NA,0.11250879,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546400564
Gonnerman (2008),NA,NA,0.156173762,44,NA,<.05,p < .05,0.32,0.331647109,NA,NA,NA,<0.001,NA,NA,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.001,0.05,NA,0.156173762,0.68,NA,NA,NA,NA,NA,NA,NA,NA,0.031628049
Nadelhoffer & Feltz (2008),0.3,0.309519604,NA,85,NA,0.005,"X2(1, N = 85) = 7.873, p = .005",0.002,0.002000003,150,NA,NA,0.56,NA,0.137832663,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.307519602,-0.298,-0.993538365,0.56,0.005,0.08247861,0.110431526,0,0.63,0.102192107,9.785491534,0.10415938,9.600671555,0.054272856,18.42541683,TRUE,0.845543105
Hitchcock & Knobe (2009),0.35,0.365443754,0.017124694,3413,NA,<.001,"t(3411) = 21.5, p < .001",0.3,0.309519604,200,0.07124705,NA,<0.001,NA,0.073276171,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.05592415,-0.05,-0.1530308,0.001,0.01,0.07124705,0.017124694,0.63,0.75,915.7853036,0.001091959,1831.554567,0.000545984,Inf,0,FALSE,0.031628049
Roxborough & Cumby (2009),0.33,0.342828254,0.093250481,118,NA,0.00237,"t(117) = 7.47, p < .001 (Welch t-test, reconstructed: t = 3.3532, df = 27.093, p = .002370)",-0.1,-0.100335348,204,0.070534562,NA,0.917,NA,0.116922096,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.443163602,-0.43,-1.292669424,0.917,0.00237,0.070534562,0.093250481,-0.2,0.7,0.23948892,4.175558513,0.03753554,26.64141758,0.001480966,675.2349153,TRUE,1.278557127
Nadelhoffer et al. (2009),NA,NA,0.066226618,231,NA,,Not reported,0.14,0.140925576,500,0.04485613,NA,0.002,NA,0.079987732,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.002,0.05,0.04485613,0.066226618,0.28,NA,7.592992059,0.131700388,15.17279528,0.065907434,NA,NA,FALSE,0.04473628
De Brigard (2010),0.36,0.376885901,NA,48,NA,<.05,"X2(1, N = 48) = 6.2061, p < .05",0.27,0.276863823,60,NA,NA,0.04,NA,0.199414347,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.100022079,-0.09,-0.265390874,0.04,NA,0.132453236,0.149071198,0.56,0.77,1.34857382,0.741524109,2.643012006,0.378356208,5.490349936,0.182137753,FALSE,0.201357921
Beebe & Buckwalter (2010),0.35,0.365443754,0.036612601,749,NA,<.001,"t = -10.126, df = 747, p<.001",0.31,0.320545409,514,0.044237396,NA,<.001,NA,0.057423251,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.044898345,-0.04,-0.122859796,0.001,0.001,0.044237396,0.036612601,0.65,0.75,8551114906,1.17E-10,17102229812,5.85E-11,98132865255,1.02E-11,FALSE,0.031628049
Sytsma & Machery (2010),0.39,0.411800034,0.08304548,148,NA,NA,Not reported,0.25,0.255412812,NA,NA,NA,0.018,NA,NA,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.156387223,-0.14,-0.379764958,0.018,NA,NA,0.08304548,0.52,0.85,NA,NA,NA,NA,NA,NA,NA,0.134569866
Alicke et al. (2011),0.24,0.244774113,0.068358593,217,NA,<.001,"Interaction effect, F(1, 213) = 13.05, p < .001",0.07,0.070114671,217,0.068358593,NA,0.32,NA,0.096673649,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.174659442,-0.17,-0.71355357,0.32,0.05,0.068358593,0.068358593,0.14,0.49,0.143405532,6.973231677,0.242801228,4.118595311,0.242459864,4.124393959,FALSE,0.601264217
Reuter (2011),0.31,0.320545409,NA,NA,NA,<0.001,"X2(1, N = 15664) = 1512.4, p < 0.001",0.27,0.276863823,NA,NA,NA,<0.001,NA,NA,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.043681587,-0.04,-0.136272695,0.001,NA,NA,NA,0.56,0.65,NA,NA,NA,NA,NA,NA,NA,0.031628049
Sarkissian et al. (2011),0.4,0.42364893,NA,223,NA,<0.001,"F (2, 218) = 20.7, p < 0.001",0.32,0.331647109,363,NA,NA,<0.001,NA,0.085575886,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.092001821,-0.08,-0.21716524,0.001,NA,0.052704628,0.067419986,0.68,0.87,17376835.49,5.75E-08,34753670.96,2.88E-08,106520469.8,9.39E-09,FALSE,0.031628049
Paxton et al. (2012),0.21,0.213171347,0.105999788,92,NA,0.05,"t(90) = 2.03, p = .05",0.07,0.070114671,298,0.058222251,NA,0.24,NA,0.120937114,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.143056676,-0.14,-0.671087734,0.24,0.05,0.058222251,0.105999788,0.14,0.43,0.149351554,6.69561163,0.264375664,3.782496409,0.517494378,1.932388142,TRUE,0.511972688
Schaffer & Knobe (2012),0.32,0.331647109,0.101534617,100,NA,0.001,"t(98) = 3.4, p = .001",0.28,0.287682072,150,0.08247861,NA,<.001,NA,0.130812841,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.043965036,-0.04,-0.132565715,0.001,0.001,0.08247861,0.101534617,0.58,0.68,39.68921186,0.025195764,79.35595343,0.012601449,256.0892411,0.003904889,FALSE,0.031628049
May & Holton (2012),0.19,0.192337169,0.093658581,117,NA,0.045,"F(1, 113) = 4.10, p = .045",0.14,0.140925576,NA,NA,NA,0.008,NA,NA,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.051411593,-0.05,-0.267299313,0.008,0.045,NA,0.093658581,0.28,0.39,NA,NA,NA,NA,NA,NA,NA,0.089562407
Nagel et al. (2013),NA,NA,NA,202,NA,<.001,"<U+03C7>2 = 107.81, df = 1, N = 202, p < .001, B = 1.62, Exp(B) = 5.07",NA,NA,63,NA,NA,<.001,NA,0.147281337,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.001,NA,0.129099445,0.070888121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031628049
Beebe & Shea (2013),0.28,0.287682072,0.051778037,376,NA,<0.001,"F(1, 368) = 31.127, p < 0.001",0.34,0.354092529,418,0.049088069,NA,<.001,NA,0.071348467,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.066410457,0.06,0.230846698,0.001,0.05,0.049088069,0.051778037,0.72,0.58,6783403784,1.47E-10,13566807567,7.37E-11,54639667553,1.83E-11,FALSE,0.031628049
Rose & Nichols (2013),NA,NA,NA,60,NA,0.3421,"<U+03C7>2(1, N = 60) =.9026, p=.3421",NA,NA,155,NA,NA,0.656,NA,0.155315186,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.656,0.3421,0.081110711,0.132453236,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944046857
Murray & Nahmias (2014),NA,NA,0.063757671,249,NA,<.022,"Sobel test = 2.286, p < .022",0.26,0.266108407,335,0.05488213,NA,0.0001,NA,0.084125435,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,1.00E-04,NA,0.05488213,0.063757671,0.54,NA,7352.246198,0.000136013,14704.48129,6.80E-05,NA,NA,FALSE,0.010000167
Grau & Pury (2014),0.2,0.202732554,0.079305159,162,NA,0.01,"t(160)=2.58, p = .01, <U+03B7>2=0.040",0.09,0.090244188,387,0.051031036,NA,0.092,NA,0.094305222,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,FALSE,FALSE,-0.112488366,-0.11,-0.554860894,0.092,0.01,0.051031036,0.079305159,0.18,0.41,0.302247339,3.308548564,0.580991132,1.721196668,1.312157305,0.762103748,FALSE,0.308169645
Liao et al. (2014),0.54,0.604155603,0.19245009,30,NA,0.002,"t = 3.42, df = 29, p = .002",0.55,0.618381314,99,0.102062073,NA,<.001,NA,0.21783871,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.014225711,0.01,0.023546435,0.001,0.002,0.102062073,0.19245009,1.32,1.28,3439963.691,2.91E-07,6879927.363,1.45E-07,18069562.01,5.53E-08,FALSE,0.031628049
Bjornsson et al. (2015),0.3,0.309519604,NA,162,NA,<.001,"X2(1, N = 162) = 14.421, df = 1, p < .001",0.26,0.266108407,302,NA,NA,<.001,NA,0.098151871,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.043411197,-0.04,-0.140253466,0.001,NA,0.057831493,0.079305159,0.54,0.63,2439.958115,0.000409843,4879.903952,0.000204922,19799.94055,5.05E-05,FALSE,0.031628049
Buckwalter & Schaffer (2015),0.52,0.576339755,0.061898446,264,NA,<.001,"F(1, 260) = 99.46, p < .001",0.41,0.435611223,442,0.047727396,NA,<.001,NA,0.078162152,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,-0.140728532,-0.11,-0.24417634,1.00E-10,NA,0.047727396,0.061898446,0.9,1.22,1.90655E+16,5.25E-17,3.81309E+16,2.62E-17,5.0838E+16,1.97E-17,FALSE,1.00E-05
Kominsky et al. (2015),0.27,0.276863823,0.132453236,60,NA,0.031,"t(58) = -2.210, p = .031",0.28,0.287682072,200,0.07124705,NA,<.001,NA,0.150399474,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,NA,TRUE,TRUE,0.01081825,0.01,0.039074263,1.00E-10,0.031,0.07124705,0.132453236,0.58,0.56,264.5933777,0.003779384,529.1696839,0.001889753,1545.838129,0.000646898,FALSE,1.00E-05
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.32,0.331647109,0.028571429,1228,NA,1.23E-30,Correlation,0.370540692,0.389049699,1559,0.025351006,NA,6.34E-52,NA,0.038196859,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.05740259,0.050540692,0.173083343,-2.22E-16,-2.22E-16,0.025351006,0.028571429,0.8,0.68,2.35E+48,4.26E-49,4.70E+48,2.13E-49,Inf,0,FALSE,NA
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.41,0.435611223,0.028571429,1228,NA,5.58E-51,Correlation,0.541016425,0.605591534,1559,0.025351006,NA,3.08E-119,NA,0.038196859,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.169980311,0.131016425,0.390211046,-2.22E-16,-2.22E-16,0.025351006,0.028571429,1.29,0.9,2.72E+115,3.68E-116,5.44E+115,1.84E-116,Inf,0,FALSE,NA
"Breen, W. E., Kashdan, T. B., Lenser, M. L., & Fincham, F. D. (2010). Gratitude and forgiveness: Convergence and divergence on self-report and informant ratings. Personality and Individual Differences, 49, 932-937.",0.58,0.662462707,0.085435766,140,NA,5.93E-14,Correlation,0.568249891,0.644934294,1550,0.025424642,NA,9.89E-90,NA,0.089138558,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.017528413,-0.011750109,-0.026459472,-2.22E-16,5.91E-14,0.025424642,0.085435766,1.38,1.42,2.59E+129,3.87E-130,5.17E+129,1.93E-130,Inf,0,FALSE,NA
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.2,0.202732554,0.081923192,152,NA,0.013495322,Correlation,0.39140108,0.413453513,1514,0.025725734,NA,1.33E-56,NA,0.085867472,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.210720959,0.19140108,1.039403662,-2.22E-16,0.013495322,0.025725734,0.081923192,0.85,0.41,1.08E+53,9.30E-54,2.15E+53,4.65E-54,Inf,0,FALSE,NA
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.43,0.459896681,0.081923192,152,NA,3.23E-08,Correlation,0.351348412,0.366981234,1514,0.025725734,NA,3.20E-45,NA,0.085867472,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.092915447,-0.078651588,-0.20203548,-2.22E-16,3.23E-08,0.025725734,0.081923192,0.75,0.95,5.13E+41,1.95E-42,1.03E+42,9.75E-43,3.29E+42,3.04E-43,FALSE,NA
"Cann, A., & Calhoun, L. G. (2001). Perceived personality associations with differences in sense of humor: Stereotypes of hypothetical others with high or low senses of humor. Humor: International Journal of Humor Research, 14, 117-130.",NA,NA,0.077615053,169,NA,NA,ANOVA (humor x sex),NA,NA,1550,0.025424642,NA,2.25E-10,NA,0.081673183,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,2.25E-10,0.001,0.025424642,0.077615053,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50E-05
"Cann, A., & Calhoun, L. G. (2001). Perceived personality associations with differences in sense of humor: Stereotypes of hypothetical others with high or low senses of humor. Humor: International Journal of Humor Research, 14, 117-130.",NA,NA,0.077615053,169,NA,NA,ANOVA (humor x sex),NA,NA,1550,0.025424642,NA,1.64E-07,NA,0.081673183,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,1.64E-07,NA,0.025424642,0.077615053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000404959
"Helson, R., & Srivastava, S. (2001). Three paths of adult development: Conservers, seekers, and achievers. Journal of Personality and Social psychology, 80, 995-1010.",NA,NA,NA,111,NA,0.021526216,"Regression on Environmental Mastery, Personal Growth, and their interaction",NA,NA,804,NA,NA,2.11E-50,NA,0.102507067,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,-2.22E-16,0.021526216,0.035333263,0.096225045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helson, R., & Srivastava, S. (2001). Three paths of adult development: Conservers, seekers, and achievers. Journal of Personality and Social psychology, 80, 995-1010.",NA,NA,NA,111,NA,0.00452102,"Regression on Environmental Mastery, Personal Growth, and their interaction",NA,NA,804,NA,NA,1.65E-12,NA,0.102507067,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,1.65E-12,0.00452102,0.035333263,0.096225045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-06
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.17,0.171666664,0.008550445,13681,NA,3.12E-89,Correlation,0.477233908,0.519396258,1559,0.025351006,NA,3.42E-60,NA,0.026754133,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.347729594,0.307233908,2.025609324,-2.22E-16,-2.22E-16,0.025351006,0.008550445,1.09,0.35,5.90E+85,1.69E-86,1.18E+86,8.47E-87,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.2,0.202732554,0.008876012,12696,NA,1.06E-114,Correlation,0.404650224,0.429197254,1559,0.025351006,NA,1.73E-62,NA,0.026859954,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.2264647,0.204650224,1.117061347,-2.22E-16,-2.22E-16,0.025351006,0.008876012,0.88,0.41,7.62E+58,1.31E-59,1.52E+59,6.56E-60,Inf,0,FALSE,NA
